"","mz","mzmin","mzmax","rt","rtmin","rtmax","into","intb","maxo","sn","sample"
"CP3136",100.457,100.457,100.457,910,892,927,194857.966001146,60342.3359316744,9904.90554599091,0,1
"CP1445",100.458,100.458,100.458,501,473,525,21964677.9491213,19856411.949214,1218500.06592504,7,1
"CP0835",100.458,100.458,100.458,30.9978514248313,1,74,234752.155747265,62963.7266736356,9901.78934996948,0,1
"CP3137",100.458,100.458,100.458,577,525,599,490799.906199969,202580.80900418,91763.7609617631,0,1
"CP1483",100.459,100.459,100.459,501,483,525,16915527.215121,16199199.5339606,1261360.38700152,13,1
"CP2035",100.46,100.46,100.46,502,473,527,23731675.7938099,22769487.2495266,1574859.70021862,20,1
"CP0359",100.461,100.461,100.461,98,80,116,167064.123628661,31206.1767969764,9987.79420740902,0,1
"CP1376",100.461,100.461,100.461,500,474,529,21472899.8129451,18712667.3745006,1412887.72698723,6,1
"CP1599",100.461,100.461,100.461,500,474,529,21472899.8129451,19521800.894894,1412887.72698723,7,1
"CP3138",100.461,100.461,100.461,623,605,641,167064.123628661,31206.1767969764,9987.79420740902,0,1
"CP3139",100.461,100.461,100.461,970,943,971,165735.374803189,49359.4628422044,9816.66147010401,0,1
"CP1484",100.462,100.462,100.462,501,474,526,24497070.6205268,22314204.2263216,1754189.19727915,7,1
"CP1485",100.463,100.463,100.463,500,481,521,19383789.5252039,18164635.5065415,1668325.91514751,12,1
"CP0360",100.463,100.463,100.463,192,170,217,255287.743452936,60442.8351534045,9787.27003792301,0,1
"CP0361",100.463,100.463,100.463,238,217,258,224057.144406252,65042.3602759891,9995.04696577787,0,1
"CP0362",100.463,100.463,100.463,154,134,170,173963.723282795,39758.3967358415,9912.97357715666,0,1
"CP3140",100.463,100.463,100.463,717,695,742,255287.743452936,60442.8351534045,9787.27003792301,0,1
"CP3141",100.463,100.463,100.463,763,742,783,224057.144406252,65042.3602759891,9995.04696577787,0,1
"CP3142",100.463,100.463,100.463,679,659,695,173963.723282795,39758.3967358415,9912.97357715666,0,1
"CP1762",100.464,100.464,100.464,499,466,523,27581776.5828725,25950386.0749182,1710912.60336046,9,1
"CP1644",100.465,100.465,100.465,500,475,522,22370837.1540018,20554299.5922172,1903414.55637579,10,1
"CP0363",100.466,100.466,100.466,127,102,149,260027.823164128,70355.536133323,9728.06391771883,0,1
"CP0364",100.466,100.466,100.466,223,204,245,211217.112988234,44631.0180710011,9964.2612808384,0,1
"CP0365",100.466,100.466,100.466,305,274,341,357016.300284304,82942.7018678444,9957.16238860041,0,1
"CP0366",100.466,100.466,100.466,23,8,42,167855.223389342,39465.1960829074,9728.08481194079,0,1
"CP3143",100.466,100.466,100.466,652,627,674,260027.823164128,70355.536133323,9728.06391771883,0,1
"CP3144",100.466,100.466,100.466,748,729,770,211217.112988234,44631.0180710011,9964.2612808384,0,1
"CP3145",100.466,100.466,100.466,830,799,866,357016.300284304,82942.7018678444,9957.16238860041,0,1
"CP1513",100.466,100.466,100.466,502,476,529,23891432.9615678,21895978.6321287,1770243.80068867,10,1
"CP2154",100.467,100.467,100.467,502,469,535,24033781.5163645,23124495.7007216,1413218.52740399,15,1
"CP1859",100.468,100.468,100.468,499,466,530,21524082.0224225,19652735.2367227,1214387.74155392,6,1
"CP0367",100.468,100.468,100.468,141,116,169,294100.998460781,68228.616072744,9952.52473978326,0,1
"CP0368",100.468,100.468,100.468,402,380,421,243245.645451825,55683.7147039445,9611.65896151215,0,1
"CP0369",100.468,100.468,100.468,270,238,271,184411.658796016,44706.0694969939,9767.25808577612,0,1
"CP3146",100.468,100.468,100.468,666,641,694,294100.998460781,68228.616072744,9952.52473978326,0,1
"CP3147",100.468,100.468,100.468,927,905,946,243245.645451825,55683.7147039445,9611.65896151215,0,1
"CP3148",100.468,100.468,100.468,795,763,796,184411.658796016,44706.0694969939,9767.25808577612,0,1
"CP1763",100.469,100.469,100.469,501,473,530,25043938.9303641,24187462.546228,1582214.09055559,17,1
"CP0371",100.47,100.47,100.47,4,1,21,130164.43855362,38718.8717875007,9643.02714215592,0,1
"CP0370",100.47,100.47,100.47,258,236,279,219611.32208351,50838.8295961127,9816.00598432124,0,1
"CP1764",100.47,100.47,100.47,500,480,524,21635421.0178984,20778760.2475891,1515671.44876822,17,1
"CP3149",100.47,100.47,100.47,783,761,804,219611.32208351,50838.8295961127,9816.00598432124,0,1
"CP3150",100.47,100.47,100.47,999,979,1000,98759.035570547,16575.2120274765,9641.69824961573,0,1
"CP1812",100.471,100.471,100.471,502,484,529,21350226.923921,19965356.6088306,1577797.72937585,10,1
"CP1765",100.472,100.472,100.472,499,470,526,25874128.5294976,24371309.9481167,1751538.06280929,10,1
"CP1711",100.473,100.473,100.473,502,478,522,22930636.9177316,21822264.0960956,1340786.11278499,9,1
"CP0373",100.474,100.474,100.474,116,91,139,258141.246561427,61731.9351627947,9856.91373702139,0,1
"CP3151",100.474,100.474,100.474,641,616,664,258141.246561427,61731.9351627947,9856.91373702139,0,1
"CP0372",100.474,100.474,100.474,46,31,65,186306.22852128,40745.5286427232,9964.66391719878,0,1
"CP0374",100.474,100.474,100.474,274,260,290,182789.27803738,47118.5917259867,9741.76462041214,0,1
"CP0375",100.474,100.474,100.474,366,351,385,179593.558944762,38164.5285176519,9698.43572704121,0,1
"CP1712",100.474,100.474,100.474,499,473,517,27181815.9044769,26388387.2981163,1975887.30838296,20,1
"CP3152",100.474,100.474,100.474,799,785,815,182789.27803738,47118.5917259867,9741.76462041214,0,1
"CP3153",100.474,100.474,100.474,891,876,910,179593.558944762,38164.5285176519,9698.43572704121,0,1
"CP3154",100.474,100.474,100.474,559,525,590,356682.994556613,80115.5670409417,9964.66391719878,0,1
"CP1977",100.475,100.475,100.475,502,478,526,23521877.3112496,23185490.9459343,1444278.95415639,40,1
"CP0376",100.475,100.475,100.475,23,1,46,256487.983022816,64815.3791437083,9677.49256640673,0,1
"CP0377",100.475,100.475,100.475,172,146,175,146578.666632995,37116.5038443568,9978.73585205525,0,1
"CP3155",100.475,100.475,100.475,697,671,700,146578.666632995,37116.5038443568,9978.73585205525,0,1
"CP1766",100.476,100.476,100.476,500,468,530,27738678.9039226,25934685.2151565,1815534.63454016,10,1
"CP3156",100.476,100.476,100.476,671,652,683,178609.481824096,47693.1892560685,9913.10093086213,0,1
"CP3157",100.476,100.476,100.476,774,757,791,170663.263695315,38288.2192420219,9955.47774014995,0,1
"CP3158",100.476,100.476,100.476,857,834,881,296494.95328078,90998.3970164504,9855.5985535495,0,1
"CP3159",100.476,100.476,100.476,739,717,758,189966.422629077,45434.6226148197,9779.87064281479,0,1
"CP3160",100.476,100.476,100.476,557,530,591,276275.786126498,55066.3268810682,9937.05175118521,0,1
"CP1354",100.476,100.476,100.476,228.563838851483,2,356,157021.306285169,29639.5246933994,9955.47774014995,0,1
"CP3163",100.477,100.477,100.477,985,983,1000,102756.220893934,28095.8131516225,9805.15236733481,0,1
"CP0378",100.477,100.477,100.477,253,227,275,265884.237780701,63362.8636128124,9934.1637105681,0,1
"CP0379",100.477,100.477,100.477,294,275,310,212054.052839521,51010.9548255893,9905.98454140127,0,1
"CP1860",100.477,100.477,100.477,500,475,527,21981483.3454997,21371301.8220011,1842479.77275295,20,1
"CP3161",100.477,100.477,100.477,778,752,800,265884.237780701,63362.8636128124,9934.1637105681,0,1
"CP3162",100.477,100.477,100.477,819,800,835,212054.052839521,51010.9548255893,9905.98454140127,0,1
"CP1813",100.478,100.478,100.478,500,469,535,26888269.4942431,24937909.1047876,1643934.01959335,10,1
"CP3164",100.478,100.478,100.478,919,917,921,35237.3508061282,11752.3001397416,9779.36902781948,0,1
"CP0380",100.479,100.479,100.479,187,170,201,178628.069260158,71819.6372513194,9770.7799449563,1,1
"CP0381",100.479,100.479,100.479,440,426,471,235035.503688268,83540.4578561429,9911.10084345564,1,1
"CP0382",100.479,100.479,100.479,367,349,389,225442.572876345,84057.0993558504,9904.71981000155,1,1
"CP1814",100.479,100.479,100.479,499,471,529,25219071.2707755,24408777.2795868,1459135.81968987,17,1
"CP3165",100.479,100.479,100.479,965,949,986,204296.232671477,47830.9613033729,9911.10084345564,0,1
"CP1189",100.48,100.48,100.48,361,338,381,194277.401070576,39315.5350650849,9962.41891058162,0,1
"CP1815",100.48,100.48,100.48,498,463,501,12993281.5666049,12058068.0856655,1614812.31170524,13,1
"CP3166",100.48,100.48,100.48,886,863,906,194277.401070576,39315.5350650849,9962.41891058162,0,1
"CP3167",100.48,100.48,100.48,993,977,1000,134754.571372177,40730.6962695595,9376.75979919732,0,1
"CP0383",100.481,100.481,100.481,65,39,86,247883.713224437,54367.2555968559,9961.22038690373,0,1
"CP0384",100.481,100.481,100.481,207,186,225,206706.03349572,58124.0277858306,9675.51997164264,0,1
"CP0385",100.481,100.481,100.481,309,289,333,239040.599123109,60819.8246690888,9911.28326859325,0,1
"CP1559",100.481,100.481,100.481,502,474,531,27926721.2991261,26141803.6542523,1753170.68235463,9,1
"CP3168",100.481,100.481,100.481,664.025198303131,528,750,206706.03349572,58124.0277858306,9961.22038690373,0,1
"CP3169",100.481,100.481,100.481,834,814,858,239040.599123109,60819.8246690888,9911.28326859325,0,1
"CP1645",100.482,100.482,100.482,499,466,527,29318479.8913945,28854017.0973364,1879143.37906918,55,1
"CP1363",100.482,100.482,100.482,61,45,82,196242.928404827,52383.7877134537,9819.15739364922,0,1
"CP1514",100.483,100.483,100.483,503,483,526,23952680.0672289,22455938.3224485,1921738.12038096,13,1
"CP1486",100.484,100.484,100.484,498,478,521,21508308.5812846,20337011.3480499,1649124.66730041,12,1
"CP3170",100.484,100.484,100.484,985,979,999,104643.143396825,26418.9239695162,9557.24889878184,0,1
"CP1277",100.485,100.485,100.485,68,35,102,354287.929893471,354219.929893471,9766.74400968477,9766,1
"CP1270",100.485,100.485,100.485,168.177568596921,137,217,180149.607853964,180117.607853964,9907.41714835167,9906,1
"CP1272",100.485,100.485,100.485,240,239,241,27026.7911278643,27023.7911278643,9713.98092806339,9920,1
"CP1273",100.485,100.485,100.485,418,399,431,181732.51129454,181699.51129454,9974.6669176966,9974,1
"CP1274",100.485,100.485,100.485,41,25,55,153099.11401011,153068.11401011,9654.71275616437,9654,1
"CP1275",100.485,100.485,100.485,107,96,117,100341.882298235,100319.882298235,9530.90502647683,9530,1
"CP1276",100.485,100.485,100.485,264,254,266,66528.1044668518,66515.1044668518,9801.31084797904,9800,1
"CP1278",100.485,100.485,100.485,10,9,14,37332.4314830825,37326.4314830825,9159.30185467005,9780,1
"CP2072",100.485,100.485,100.485,501,471,527,29733423.2982025,28566202.3825202,1903932.07999858,15,1
"CP3171",100.485,100.485,100.485,693.177568596921,662,742,180149.607853964,150671.719110105,9907.41714835167,7,1
"CP3172",100.485,100.485,100.485,891.343858434765,860,924,203766.047707759,172962.343193358,9907.71458949894,6,1
"CP3173",100.485,100.485,100.485,596.026068281288,527,642,206783.458376303,169559.784380253,9780.75796971098,6,1
"CP3174",100.485,100.485,100.485,951.44206037297,924,963,21862.8090340644,18029.3996492401,9974.6669176966,7,1
"CP3175",100.485,100.485,100.485,765,764,766,27026.7911278643,24151.734089246,9713.98092806339,7,1
"CP3176",100.485,100.485,100.485,789,779,791,66528.1044668518,55424.7404483613,9801.31084797904,7,1
"CP1271",100.485,100.485,100.485,353.335082399725,306,399,203766.047707759,203733.047707759,9907.71458949894,9736,1
"CP3177",100.486,100.486,100.486,695,679,713,166551.584228873,37198.2434376427,9651.91889321432,0,1
"CP1071",100.486,100.486,100.486,232.853376244016,1,472,186695.818710141,169722.11714834,9993.46512835473,9,1
"CP1816",100.486,100.486,100.486,500,454,535,22521806.4801728,21100927.5839165,1735696.19713445,13,1
"CP0386",100.487,100.487,100.487,257,245,272,161954.511855729,44748.3688548717,9829.89253709093,0,1
"CP1646",100.487,100.487,100.487,500,453,538,20628117.1641819,19510309.3697575,1497998.06546057,8,1
"CP3178",100.487,100.487,100.487,782,770,797,161954.511855729,44748.3688548717,9829.89253709093,0,1
"CP3180",100.487,100.487,100.487,999,985,1000,81613.2528078742,20182.8800592154,9810.98132673651,0,1
"CP0387",100.487,100.487,100.487,404,402,467,299611.149099655,69051.8498710449,9721.77357412875,0,1
"CP3179",100.487,100.487,100.487,924,905,944,205683.724700939,52401.7491289198,9660.11543991044,0,1
"CP1647",100.488,100.488,100.488,498,474,521,21229884.6567025,19682148.7017887,2117200.25947146,14,1
"CP2073",100.489,100.489,100.489,501,476,527,25365380.6596706,24182684.1858594,1834888.13717147,17,1
"CP1861",100.49,100.49,100.49,501,469,530,17946328.0060523,15910258.7687794,1561611.79430313,8,1
"CP0836",100.49,100.49,100.49,400.479786477615,357,462,206851.363761816,48735.6178725328,9819.89959953353,0,1
"CP0838",100.49,100.49,100.49,146,127,169,210758.21847422,39980.2268768531,9381.36024633422,0,1
"CP0839",100.49,100.49,100.49,190,169,203,197277.009719983,54223.6249434313,9595.81850096583,0,1
"CP3181",100.49,100.49,100.49,671,652,694,210758.21847422,39980.2268768531,9381.36024633422,0,1
"CP3182",100.49,100.49,100.49,715,694,728,197277.009719983,54223.6249434313,9595.81850096583,0,1
"CP3183",100.49,100.49,100.49,897,882,918,206851.363761816,48735.6178725328,9819.89959953353,0,1
"CP3184",100.49,100.49,100.49,935,916,940,133710.786090232,37148.8935923632,9794.88490149379,0,1
"CP3185",100.49,100.49,100.49,973,956,996,198049.548121635,40147.9201653843,9399.94273241609,0,1
"CP0837",100.49,100.49,100.49,86,66,106,190242.492891848,37538.7472501799,9306.38666264713,0,1
"CP1381",100.491,100.491,100.491,498,473,519,22713812.983669,20266457.6091314,1820974.26315251,5,1
"CP1515",100.491,100.491,100.491,498,473,519,22713812.983669,21798140.2519043,1820974.26315251,15,1
"CP1648",100.492,100.492,100.492,499,474,527,26142738.74403,24413665.3526486,2094874.79909729,14,1
"CP1193",100.493,100.493,100.493,378,350,400,276495.988131501,65519.7279036097,9998.39382246137,0,1
"CP1194",100.493,100.493,100.493,11,1,45,241242.33446084,52932.2535006788,9628.6892099306,0,1
"CP1195",100.493,100.493,100.493,309,307,338,147430.396792479,38863.1775601378,9842.57665928453,0,1
"CP1817",100.493,100.493,100.493,500,469,528,24731564.5554194,22652376.3121745,2065503.45684924,11,1
"CP3188",100.493,100.493,100.493,901,879,929,281135.38892474,66435.977159715,9998.39382246137,0,1
"CP3189",100.493,100.493,100.493,970,953,998,230553.423629608,57297.7704622411,9970.0431781821,0,1
"CP3191",100.493,100.493,100.493,834,832,863,147430.396792479,38863.1775601378,9842.57665928453,0,1
"CP1190",100.493,100.493,100.493,77,60,95,179804.305862635,36440.1100737281,9739.00725366548,0,1
"CP1191",100.493,100.493,100.493,129,129,131,19851.3077548705,7259.67071482743,9699.03617165983,0,1
"CP1192",100.493,100.493,100.493,258,236,282,223392.550665885,49162.0917197047,9889.79818532243,0,1
"CP3186",100.493,100.493,100.493,654,654,656,19851.3077548705,7259.67071482743,9699.03617165983,0,1
"CP3187",100.493,100.493,100.493,783,761,807,223392.550665885,49162.0917197047,9889.79818532243,0,1
"CP3190",100.493,100.493,100.493,602,585,620,179804.305862635,36440.1100737281,9739.00725366548,0,1
"CP2036",100.494,100.494,100.494,501,481,529,22635354.1115933,22042177.5085594,2227965.94663524,22,1
"CP3192",100.494,100.494,100.494,850,836,871,189191.514218692,42169.7009943491,9952.82576885074,0,1
"CP3193",100.494,100.494,100.494,931,915,950,198390.975324437,52258.872934575,9883.52491054684,0,1
"CP0388",100.494,100.494,100.494,364.36200163794,311,473,189191.514218692,42169.7009943491,9952.82576885074,0,1
"CP1713",100.495,100.495,100.495,499,470,521,24899283.1682945,23725561.35952,1712442.00835828,10,1
"CP1917",100.496,100.496,100.496,501,467,526,26350284.1275433,24912629.1150754,2048371.06733821,16,1
"CP1600",100.497,100.497,100.497,500,474,530,20327480.937269,19041284.3656456,1472165.89260894,11,1
"CP1649",100.498,100.498,100.498,499,475,524,28751175.6512108,27603588.5658503,1894744.99395719,13,1
"CP0389",100.498,100.498,100.498,326,311,341,167278.981700074,42891.9974254938,9907.11209597066,0,1
"CP0390",100.498,100.498,100.498,264,248,279,158341.043950059,37800.0953566777,9853.99298835546,0,1
"CP3194",100.498,100.498,100.498,851,836,866,167278.981700074,42891.9974254938,9907.11209597066,0,1
"CP3195",100.498,100.498,100.498,789,773,804,158341.043950059,37800.0953566777,9853.99298835546,0,1
"CP1714",100.499,100.499,100.499,500,459,537,25948864.6574467,24538775.692058,1912492.34544677,14,1
"CP0391",100.499,100.499,100.499,319,299,333,213322.084422689,49266.952244826,9993.44935175031,0,1
"CP3196",100.499,100.499,100.499,844,824,858,213322.084422689,49266.952244826,9993.44935175031,0,1
"CP0393",100.5,100.5,100.5,232,202,257,275942.151600029,66671.4886687503,9928.60992904752,0,1
"CP0394",100.5,100.5,100.5,50,35,67,151200.861483812,35004.9074972127,9982.52838151529,0,1
"CP0395",100.5,100.5,100.5,305,268,307,219139.31253599,53122.1289576964,9871.87189981341,0,1
"CP3198",100.5,100.5,100.5,757,727,782,275942.151600029,66671.4886687503,9928.60992904752,0,1
"CP3199",100.5,100.5,100.5,559,529,592,296368.520460092,69701.7289816364,9992.60090058669,0,1
"CP3200",100.5,100.5,100.5,830,793,832,219139.31253599,53122.1289576964,9871.87189981341,0,1
"CP3201",100.5,100.5,100.5,997,973,998,137355.78765627,36957.2665401075,9665.29635479674,0,1
"CP0392",100.5,100.5,100.5,175,149,203,253367.388793267,60698.868170827,9927.86356015131,0,1
"CP1446",100.5,100.5,100.5,501,472,529,28501328.2501313,25339579.1218167,1879898.96012151,8,1
"CP3197",100.5,100.5,100.5,700,674,728,253367.388793267,60698.868170827,9927.86356015131,0,1
"CP1429",100.501,100.501,100.501,502,471,535,26930005.6862928,23766772.8380676,1451229.3109988,7,1
"CP0396",100.502,100.502,100.502,79,62,91,143639.165607747,42529.7727057058,9815.8429027535,0,1
"CP1862",100.502,100.502,100.502,500,474,524,23135106.1636389,22303838.7711681,1393939.55254116,15,1
"CP3202",100.502,100.502,100.502,604,587,616,143639.165607747,42529.7727057058,9815.8429027535,0,1
"CP0397",100.502,100.502,100.502,146,121,147,126093.143108301,25462.8227435331,9317.20179738477,0,1
"CP3203",100.502,100.502,100.502,671,646,672,126093.143108301,25462.8227435331,9317.20179738477,0,1
"CP1601",100.503,100.503,100.503,502,470,534,24872155.5235947,22754546.9753438,1791178.74957199,9,1
"CP1430",100.504,100.504,100.504,499,476,520,21864337.6894733,20847225.7870289,1731106.68059832,14,1
